Date,Open,High,Low,Close,Adj Close,Volume
2016-06-28,383,398.25,382.5,385.25,385.25,121380
2016-06-29,385.5,387.25,372.25,372.75,372.75,99434
2016-06-30,375,377.5,355.75,358.75,358.75,37491
2016-07-01,360.75,361.5,352,353,353,6927
2016-07-05,348,350.5,333.75,344,344,4788
2016-07-06,344.75,346.5,333,335.75,335.75,4287
2016-07-07,338.5,348,334.5,335.5,335.5,2550
2016-07-08,337.25,349.75,336.75,349.75,349.75,1160
2016-07-11,354.25,354.75,341.75,343.75,343.75,1164
2016-07-12,343,350.25,339.75,349.75,349.75,388
2016-07-13,353,372.75,348.5,365.75,365.75,673
2016-07-14,369.5,374.5,360,362.25,362.25,108690
2016-07-15,356.5,361,343,352.25,352.25,104622
2016-07-18,352.25,357.5,348.25,357,357,84620
2016-07-19,356.5,356.5,341.5,341.75,341.75,88392
2016-07-20,344.25,346.5,335,337.5,337.5,111929
2016-07-21,337.75,341.75,332.75,334.25,334.25,92502
2016-07-22,334.5,336.75,326.75,335,335,101545
2016-07-25,335,338.25,330.25,334.75,334.75,92724
2016-07-26,333.5,336.5,331,332.5,332.5,95060
2016-07-27,332.5,338,331.75,335.75,335.75,81045
2016-07-28,335.75,338.5,329,331.25,331.25,88777
2016-07-29,331.25,335,328.75,334.5,334.5,102314
2016-08-01,332.25,333.75,325.5,325.75,325.75,83565
2016-08-02,325.25,327.5,319.5,324.25,324.25,120083
2016-08-03,323.75,328.75,322.25,325,325,91696
2016-08-04,325,326.75,320.5,320.75,320.75,83083
2016-08-05,320.5,325,320,324.25,324.25,139530
2016-08-08,324.25,328,322.5,325.25,325.25,148916
2016-08-09,325.25,326.75,322,322.25,322.25,121417
2016-08-10,322,325.5,321.25,322.5,322.5,148918
2016-08-11,322.25,323.75,320.5,321,321,125764
2016-08-12,320.5,323,312,322.25,322.25,146083
2016-08-15,321.25,329,321,326.5,326.5,75700
2016-08-16,326.75,329,324.25,327.5,327.5,78795
2016-08-17,327.25,330.75,327,330.25,330.25,103659
2016-08-18,330,333,326.5,332,332,72273
2016-08-19,332.25,334.75,330,334.25,334.25,85600
2016-08-22,333.75,334.5,330.5,333.25,333.25,71837
2016-08-23,333,333,326.5,328.5,328.5,90241
2016-08-24,328.25,330.5,325.5,327.5,327.5,77905
2016-08-25,327,328.5,322.25,323.5,323.5,94419
2016-08-26,323.5,325.25,315.75,316.25,316.25,98576
2016-08-29,316.25,318.75,310.75,311.75,311.75,128342
2016-08-30,311.75,312.75,303.5,304,304,132215
2016-08-31,304,307.25,301,301.5,301.5,25255
2016-09-01,302,311.5,301.75,311,311,11499
2016-09-02,311,317.75,311,316.5,316.5,3408
2016-09-06,316,317.25,312.5,316.75,316.75,2455
2016-09-07,316.25,322,315,321,321,2568
2016-09-08,322,327,322,327,327,1477
2016-09-09,326.5,330.5,323.75,330,330,780
2016-09-12,329.25,330.25,326,329.25,329.25,1200
2016-09-13,329.25,330,319.25,319.25,319.25,709
2016-09-14,320.5,322.25,317.5,322.25,322.25,129673
2016-09-15,331.5,334.75,327.5,330,330,131018
2016-09-16,329,338.25,327.5,337,337,165288
2016-09-19,337.25,340,332.25,337.25,337.25,139737
2016-09-20,336,342.25,335,340.5,340.5,127944
2016-09-21,339,341,338,340,340,101255
2016-09-22,339.25,341.5,334.75,336.75,336.75,122257
2016-09-23,336,338.5,333.75,336.5,336.5,150668
2016-09-26,334,336.5,328.5,329,329,160536
2016-09-27,329.25,332.5,327.25,331.75,331.75,147073
2016-09-28,331.75,332.5,328.75,329.25,329.25,107525
2016-09-29,329.75,333.5,328,329.25,329.25,119728
2016-09-30,329,337.5,325,336.75,336.75,258970
2016-10-03,336.25,347.75,335.25,346,346,234811
2016-10-04,345,349,343.5,348.25,348.25,158042
2016-10-05,347.75,349.25,345.25,347.75,347.75,142713
2016-10-06,347.25,347.75,338.5,340.5,340.5,178132
2016-10-07,340.75,344.75,339.5,339.75,339.75,173884
2016-10-11,343,347,341,345.5,345.5,148301
2016-10-12,345,348.5,336.5,337,337,219044
2016-10-13,337.5,349.75,337.25,349.5,349.5,216225
2016-10-14,349.5,358.75,348.75,354.25,354.25,275680
2016-10-17,353,357.75,350.25,354,354,150351
2016-10-18,354.25,357.5,351.5,353.75,353.75,140470
2016-10-19,353.5,358,351,357.5,357.5,168837
2016-10-20,357.5,359.25,349.25,351,351,173299
2016-10-21,351.25,354.25,350.5,352.5,352.5,115808
2016-10-24,351.5,354.5,346.25,348.25,348.25,152704
2016-10-25,348.25,352.25,347.25,349.25,349.25,127783
2016-10-26,349.25,355.75,349,354,354,170676
2016-10-27,353.75,358.5,352.25,357.5,357.5,197466
2016-10-28,357.5,358.25,354.25,355,355,122846
2016-10-31,355,358,352.25,354.75,354.75,171941
2016-11-01,354.75,354.75,347.25,349,349,219271
2016-11-02,348.75,350.5,344.25,346.25,346.25,217593
2016-11-03,346.25,348.75,345,348,348,138695
2016-11-04,348,349.75,345.5,348.75,348.75,126191
2016-11-07,348,349.5,345,346.25,346.25,200743
2016-11-08,346,356.5,345,354.25,354.25,351911
2016-11-09,353,355,340.5,340.75,340.75,323409
2016-11-10,341.5,346.5,340.25,343.5,343.5,261282
2016-11-14,340.5,341,335.5,337.25,337.25,181713
2016-11-15,337,342.25,335.75,341.5,341.5,190521
2016-11-16,341.5,343.5,338.5,338.5,338.5,145238
2016-11-17,339,343.5,338.25,342,342,192488
2016-11-18,342,346.75,340.5,345.5,345.5,171451
2016-11-21,345.25,350,344.75,349.75,349.75,169047
2016-11-22,349.5,351.75,346,351,351,197454
2016-11-23,350.25,351,346.5,350.75,350.75,190746
2016-11-25,349.75,350.75,348.5,349.25,349.25,176197
2016-11-28,349.25,353,346.75,348.5,348.5,208947
2016-11-29,348,348.25,335.5,336.75,336.75,190795
2016-11-30,337.25,341.75,336,336.75,336.75,35069
2016-12-01,337,338.25,331,331.75,331.75,8929
2016-12-02,332.75,338,332.75,337.5,337.5,8162
2016-12-05,337.5,350,337.5,349.5,349.5,4153
2016-12-06,348.25,354,348.25,351,351,2553
2016-12-07,350.25,351,347.25,350.5,350.5,2348
2016-12-08,350.25,352.75,344.25,346.5,346.5,1936
2016-12-09,349,352.5,344.5,352.5,352.5,1723
2016-12-12,352.25,355,349.75,354.5,354.5,1998
2016-12-13,355.25,359,353.5,356.25,356.25,1367
2016-12-14,356.75,357,351.75,351.75,351.75,88567
2016-12-15,361.5,363,356.25,356.5,356.5,136198
2016-12-16,356,359,353.5,356.25,356.25,113012
2016-12-19,356,356.75,351.5,353.25,353.25,93939
2016-12-20,353.25,353.75,349.25,350.25,350.25,103799
2016-12-21,350,351.25,346.75,347.25,347.25,105211
2016-12-22,347.25,348,346,347.25,347.25,97049
2016-12-23,347,347.75,345.5,345.75,345.75,79909
2016-12-27,346.5,356,346.25,355,355,132722
2016-12-28,354.25,354.75,347.25,348.25,348.25,122291
2016-12-29,348.25,351,347.5,349.75,349.75,92596
2016-12-30,349.5,353,347.75,352,352,112011
2017-01-03,352,358.5,351.5,355.75,355.75,174702
2017-01-04,355,360,354.75,359.75,359.75,171286
2017-01-05,359.5,362.75,358.5,361.25,361.25,194539
2017-01-06,360.75,362.5,356.75,358,358,166335
2017-01-09,359,360.75,355.25,360,360,185761
2017-01-10,359.25,359.5,357.25,358.25,358.25,134078
2017-01-11,357.75,358.25,352,357.25,357.25,209456
2017-01-12,357,360,353,358.25,358.25,256246
2017-01-13,357.5,359.5,355.25,358.5,358.5,168019
2017-01-17,359,366.5,358.5,365.5,365.5,317614
2017-01-18,364.5,367.75,362.75,365,365,210570
2017-01-19,364,367.5,362.75,366.25,366.25,167428
2017-01-20,366,370,365,369.75,369.75,199859
2017-01-23,369.5,370,367.5,369.5,369.5,145747
2017-01-24,369.25,371,362.25,363.25,363.25,198152
2017-01-25,363.25,366.75,361,366.25,366.25,144569
2017-01-26,366,366.75,362,363.75,363.75,115941
2017-01-27,363.25,364.25,360.5,362.5,362.5,131330
2017-01-30,361.5,361.75,355.75,357.75,357.75,185498
2017-01-31,358.5,361.25,357.75,359.75,359.75,144840
2017-02-01,360,368.5,358,368.25,368.25,238049
2017-02-02,367.5,369.75,366.25,367.5,367.5,161840
2017-02-03,365.75,367.75,364,365.25,365.25,131487
2017-02-06,364,368.75,362.5,363.75,363.75,123030
2017-02-07,363.75,369,362.5,368.5,368.5,201065
2017-02-08,368,371,366.5,370.75,370.75,215522
2017-02-09,369.5,372.75,367.5,369.5,369.5,302879
2017-02-10,368.5,375.5,368.5,374.5,374.5,258226
2017-02-13,373.5,376.75,371.75,375.5,375.5,243363
2017-02-14,375,375.25,373,374.25,374.25,182589
2017-02-15,374,379,371.75,378.75,378.75,234393
2017-02-16,378,380,373,373.5,373.5,202506
2017-02-17,373.25,373.25,368,368.25,368.25,190289
2017-02-21,368.5,370.75,366.5,369.25,369.25,192463
2017-02-22,369.25,372.75,369.25,371,371,167704
2017-02-23,370.5,371.75,365.25,365.5,365.5,176305
2017-02-24,365.75,366.75,362.5,364,364,217648
2017-02-27,364.25,365.5,359.5,360.25,360.25,227526
2017-02-28,361.5,378.75,361.25,366.75,366.75,43455
2017-03-01,366.25,376,365.75,375.75,375.75,11271
2017-03-02,375,375.75,370.5,372.75,372.75,10943
2017-03-03,371.75,375.5,371.25,374.75,374.75,3999
2017-03-06,375.5,377,371,372.75,372.75,3707
2017-03-07,373,373.25,367.5,369.5,369.5,4531
2017-03-08,369.25,370.25,365,365.25,365.25,7048
2017-03-09,366,366.5,359.25,359.75,359.75,1999
2017-03-10,360.25,360.25,356,358,358,1739
2017-03-13,358,358.75,353.5,354.5,354.5,1649
2017-03-14,354,358.25,353,353.75,353.75,205479
2017-03-15,362.25,364.75,362,363.5,363.5,107404
2017-03-16,363.5,367,363.5,366,366,111741
2017-03-17,366.25,367.75,364.5,367.5,367.5,94241
2017-03-20,369,370.75,363,363.5,363.5,146668
2017-03-21,363.5,364,359.25,361.25,361.25,153614
2017-03-22,361.25,361.75,358.25,358.75,358.75,135915
2017-03-23,358.5,359.75,356.25,356.75,356.75,125353
2017-03-24,357,358,355.25,356.25,356.25,114283
2017-03-27,356.75,358.25,354.25,355.75,355.75,146440
2017-03-28,356,358.75,355.75,357.75,357.75,126483
2017-03-29,357.25,360.75,356.5,358.5,358.5,140216
2017-03-30,358.25,358.75,356.75,357.5,357.5,105348
2017-03-31,358,366.75,355,364.25,364.25,302099
2017-04-03,365.75,371.75,365.5,367.75,367.75,230407
2017-04-04,367,369.75,362.75,363,363,157420
2017-04-05,363,365.75,361.5,364.75,364.75,143411
2017-04-06,364.25,365.5,360,360.75,360.75,137979
2017-04-07,360.5,361.75,357.25,359.5,359.5,233393
2017-04-10,360,367,359,367,367,222752
2017-04-11,366,369,362.25,366.5,366.5,254157
2017-04-12,366.5,371.5,366.25,369,369,237717
2017-04-13,368.75,373,368.5,371,371,267053
2017-04-17,371,372,365.5,366.5,366.5,146560
2017-04-18,366.5,368,360.75,361.75,361.75,200181
2017-04-19,361.25,365.25,360.5,361.75,361.75,188302
2017-04-20,361.75,363.75,357.25,357.75,357.75,176900
2017-04-21,357.5,358.75,354.25,357,357,181734
2017-04-24,358,360.5,356.25,359.25,359.25,159113
2017-04-25,359.25,368.25,356.25,365,365,180778
2017-04-26,365,367.25,358.25,359,359,199686
2017-04-27,358.75,364,358.5,362,362,148983
2017-04-28,360,361.25,355.5,358,358,31568
2017-05-01,363,370.5,361.75,369.25,369.25,9794
2017-05-02,367.25,369.75,362.25,364,364,4949
2017-05-03,363.5,367.5,362.25,366.25,366.25,4165
2017-05-04,367,367.5,357.5,358,358,2961
2017-05-05,359,365.5,359,361.75,361.75,2388
2017-05-08,360.5,360.5,356.5,356.75,356.75,1964
2017-05-09,358.25,360.5,357.25,358.25,358.25,1631
2017-05-10,358.75,365.25,358.25,365.25,365.25,1015
2017-05-11,364.25,364.25,360.25,360.5,360.5,340
2017-05-12,361,362,360,361.75,361.75,92519
2017-05-15,370.5,371.75,367.25,367.75,367.75,116961
2017-05-16,367.25,368.75,365.25,367.75,367.75,115028
2017-05-17,367,372.25,366.25,371.5,371.5,140847
2017-05-18,371.5,371.5,364.25,366,366,194694
2017-05-19,366,373,366,372.5,372.5,201665
2017-05-22,372.75,377.5,371.75,375,375,170819
2017-05-23,374.75,375.75,369,369.5,369.5,178136
2017-05-24,370,371.5,368.75,371.25,371.25,108549
2017-05-25,371,373,368.75,369.25,369.25,110606
2017-05-26,369.25,374.75,368.75,374.25,374.25,130479
2017-05-30,373.5,373.75,366.25,367,367,208777
2017-05-31,370.25,376.5,369,372,372,263402
2017-06-01,371.5,373.75,367.5,370.5,370.5,177074
2017-06-02,370.5,374.75,369.5,372.75,372.75,131232
2017-06-05,373.75,375.5,372,373,373,196484
2017-06-06,372,379.75,371.25,377.25,377.25,255149
2017-06-07,378.25,387,378.25,384.75,384.75,523849
2017-06-08,385,391.75,384.25,385.75,385.75,398378
2017-06-09,384.25,389.5,380.75,387.75,387.75,268361
2017-06-12,386,387.25,376.25,377.25,377.25,371345
2017-06-13,379.25,383.75,377.5,381,381,247971
2017-06-14,381,385,376.75,377,377,199409
2017-06-15,376.75,382,370,379.5,379.5,266276
2017-06-16,378.75,384.5,377,384,384,206387
2017-06-19,378.25,381.5,375.25,375.25,375.25,237056
2017-06-20,376.25,377.5,369.25,370,370,203110
2017-06-21,369.5,373.5,368.25,368.75,368.75,164652
2017-06-22,368.75,369.25,362.5,362.75,362.75,178704
2017-06-23,362.75,364.75,356.5,357.75,357.75,250374
2017-06-26,358.5,361.75,357.25,359,359,212562
2017-06-27,361.25,364.25,359.25,359.25,359.25,208879
2017-06-28,359.5,360.5,356.75,356.75,356.75,219540
2017-06-29,356.75,362.25,356.25,359.75,359.75,169166
2017-06-30,360,372.5,359.5,370.5,370.5,24409
2017-07-05,379.5,383.25,374.75,381.75,381.75,7599
2017-07-06,380,381.25,375,380.25,380.25,4898
2017-07-07,379,386.75,378.25,382.25,382.25,2865
2017-07-10,387.75,392.25,387.75,391.75,391.75,1412
2017-07-11,393.25,394.5,387,392.25,392.25,1711
2017-07-12,390.5,391.25,376,376.25,376.25,898
2017-07-13,376.25,376.25,360,361,361,501
2017-07-14,369,369,365.25,365.25,365.25,147685
2017-07-17,375.75,378.75,370.5,375,375,113702
2017-07-18,380.75,388.75,375.25,377,377,154626
2017-07-19,376.5,389,374.25,382.5,382.5,139735
2017-07-20,382.5,393.25,380.5,391,391,139461
2017-07-21,390.5,391,378.5,379.75,379.75,147014
2017-07-24,375.5,377.5,371,377.25,377.25,124948
2017-07-25,382,383.75,368.5,368.75,368.75,123047
2017-07-26,368.5,373.25,366,372.75,372.75,102552
2017-07-27,374,377.25,373,374.25,374.25,77171
2017-07-28,373.75,377,373,374.25,374.25,71011
2017-07-31,371,372.25,367.5,370.75,370.75,81956
2017-08-01,369.25,371.5,362,362.5,362.5,108461
2017-08-02,364.5,367.25,363.75,365,365,93630
2017-08-03,365,367.25,361.25,363.5,363.5,156604
2017-08-04,363.5,368,363.25,366.5,366.5,101335
2017-08-07,368.75,372.5,368.25,372.25,372.25,150029
2017-08-08,372.5,374.25,368.25,369.75,369.75,185789
2017-08-09,369,372.5,368.75,372.25,372.25,182886
2017-08-10,371.75,375.5,356.5,357.25,357.25,316364
2017-08-11,358.75,361.5,357.25,360.75,360.75,130807
2017-08-14,358.75,363,356,362.75,362.75,95281
2017-08-15,361,361,354,355.25,355.25,112629
2017-08-16,355,356.75,349.25,352.5,352.5,159752
2017-08-17,352.5,353.75,349.5,350.5,350.5,84675
2017-08-18,350,352.5,349.75,352,352,132653
2017-08-21,350.5,350.75,346.5,349,349,97326
2017-08-22,349,351,346,346,346,119934
2017-08-23,346.25,348.75,341.5,342,342,87530
2017-08-24,341.5,342.75,340.25,342,342,107368
2017-08-25,342,342.75,338,338.75,338.75,124314
2017-08-28,338.75,340.25,335.5,336,336,113739
2017-08-29,335.5,336,332,333.5,333.5,130105
2017-08-30,333,334,329,329.5,329.5,159952
2017-08-31,329.25,342.75,328.5,342.25,342.25,14612
2017-09-01,341.5,345.5,338,340,340,7809
2017-09-05,343.25,345.75,341.25,344.25,344.25,4612
2017-09-06,343.75,347.25,342,347,347,2893
2017-09-07,346.75,346.75,341.75,341.75,341.75,1746
2017-09-08,342.25,345.5,342.25,344.25,344.25,775
2017-09-11,345.25,346.5,342.75,345.5,345.5,754
2017-09-12,346,346,336,340,340,447
2017-09-13,339.5,344.25,338.5,338.5,338.5,246
2017-09-14,343.25,343.25,341.75,341.75,341.75,108639
2017-09-15,353.5,355.5,352.5,354.75,354.75,117683
2017-09-18,353.25,355.5,350.5,351.5,351.5,113073
2017-09-19,351,353.25,346.5,348.25,348.25,159676
2017-09-20,348,351.5,347.25,350,350,112067
2017-09-21,349.5,351.25,348.5,350.25,350.25,93436
2017-09-22,349.75,356.25,349.5,353.5,353.5,138975
2017-09-25,352.75,355,351.25,353.75,353.75,109525
2017-09-26,352.75,355.5,351.5,352.25,352.25,176191
2017-09-27,352,354.5,348.5,354,354,186064
2017-09-28,353.25,353.75,350.5,352.5,352.5,134798
2017-09-29,352.25,358,350,355.25,355.25,241959
2017-10-02,354.75,356.25,351,351.5,351.5,187887
2017-10-03,351.5,351.5,348.75,349.5,349.5,191401
2017-10-04,349.25,349.5,346,348.25,348.25,168210
2017-10-05,348.25,351.25,347.5,349.5,349.5,112667
2017-10-06,349.25,351,348.5,350,350,140440
2017-10-09,350.5,351.75,348,349.5,349.5,111794
2017-10-10,349,351.25,348.25,349.25,349.25,113927
2017-10-11,348.75,349,345.5,346,346,164712
2017-10-12,346,354,342.5,349,349,332718
2017-10-13,348.5,353.5,348.25,352.75,352.75,155337
2017-10-16,352.75,353.25,349.75,350.5,350.5,142217
2017-10-17,350.25,351.75,348.5,350,350,137777
2017-10-18,350.25,350.5,347.75,348.5,348.5,132775
2017-10-19,348.75,351.5,348.5,349,349,128707
2017-10-20,349,350,344.25,344.5,344.5,192805
2017-10-23,344.25,351.75,343,351.25,351.25,256748
2017-10-24,351,353,349.5,352.75,352.75,214405
2017-10-25,352.5,355.25,350.5,351,351,200921
2017-10-26,350.75,352,349.5,350.5,350.5,148533
2017-10-27,350.25,350.25,347.5,348.75,348.75,171571
2017-10-30,348.5,349.75,347.25,348.75,348.75,122255
2017-10-31,348,348.75,345.5,345.75,345.75,174825
2017-11-01,345.75,349.25,345.25,348.25,348.25,213757
2017-11-02,347.75,352,347.5,350.5,350.5,162576
2017-11-03,350.25,351,347.5,348.25,348.25,200476
2017-11-06,348.5,350.25,347.75,348,348,204475
2017-11-07,347.75,348.25,346.25,347.75,347.75,297238
2017-11-08,347.5,349,345.75,348.25,348.25,219586
2017-11-09,347.5,349.75,340.75,341.5,341.5,475087
2017-11-10,341.75,344,341,343.5,343.5,349164
2017-11-13,343.5,344,341.5,342.25,342.25,289722
2017-11-14,342,342.25,337.25,337.5,337.5,220983
2017-11-15,337.25,339,337,338.25,338.25,217010
2017-11-16,338.25,339,336.25,336.5,336.5,186656
2017-11-17,336.5,343.5,336.5,343,343,352932
2017-11-20,342.5,345.25,341.5,345,345,289331
2017-11-21,344,345.75,342.75,345,345,257461
2017-11-22,344.25,347,344,345.25,345.25,138793
2017-11-27,342.5,342.5,338.5,338.75,338.75,281557
2017-11-28,339,339.5,335.75,336.25,336.25,183164
2017-11-29,335.75,340,335.5,339,339,234591
2017-11-30,339.25,343,337.5,341.75,341.75,26041
2017-12-01,341.75,345.25,341,344.75,344.75,10232
2017-12-04,344.75,346,338.75,339.5,339.5,9370
2017-12-05,339.75,343,338.5,339.75,339.75,7536
2017-12-06,339,341.5,337.75,339.25,339.25,5515
2017-12-07,339,340,337.5,338.75,338.75,2891
2017-12-08,338.5,341.25,338.5,340,340,1283
2017-12-11,340,340,336,336.5,336.5,1064
2017-12-12,336.5,340.75,335.25,335.75,335.75,850
2017-12-13,337.25,337.5,336.5,336.75,336.75,360
2017-12-14,337,338,336.25,336.25,336.25,105792
2017-12-15,348.75,350.75,346.5,347.5,347.5,133622
2017-12-18,347.25,348.75,346.5,347,347,97579
2017-12-19,346.75,348.75,346.5,347.5,347.5,82265
2017-12-20,347.5,349.75,347.25,349.25,349.25,110058
2017-12-21,349,351.75,348.5,351.25,351.25,110469
2017-12-22,350.75,352.5,350.5,352,352,54881
2017-12-26,352,353.25,351,352.75,352.75,65864
2017-12-27,352,354.25,351.75,353.75,353.75,93748
2017-12-28,353,353.5,350,352,352,102485
2017-12-29,351.25,351.5,350.25,350.75,350.75,100183
2018-01-02,351.25,354,350.5,353.25,353.25,150143
2018-01-03,353,354.75,352.25,353,353,138593
2018-01-04,353,353.5,350.25,351,351,179965
2018-01-05,350.75,352.25,350.25,351.25,351.25,143914
2018-01-08,350.75,351.5,346.75,347.25,347.25,274879
2018-01-09,347.5,350,347.25,349,349,150408
2018-01-10,348.75,350,348,349,349,145554
2018-01-11,349,350.5,348,348.75,348.75,159177
2018-01-12,348.75,350,345.5,346.25,346.25,216386
2018-01-16,347.25,349.25,346,348.25,348.25,179429
2018-01-17,348.5,353.25,348.25,353,353,236713
2018-01-18,352.5,354,350.5,351.5,351.5,186650
2018-01-19,351.5,354,351.25,352.5,352.5,145953
2018-01-22,353.5,354.5,351.25,352,352,177588
2018-01-23,351.75,352,349.5,351.25,351.25,204570
2018-01-24,351.25,357,349.75,356.5,356.5,326298
2018-01-25,356,358,354.5,355.25,355.25,223613
2018-01-26,355,357,354.5,356.5,356.5,140790
2018-01-29,356.75,359.25,356.75,358.75,358.75,179933
2018-01-30,359.5,362.25,359,361.5,361.5,223192
2018-01-31,361.5,362,359.5,361.5,361.5,180487
2018-02-01,360.75,362,358.5,361.75,361.75,254881
2018-02-02,361,362.5,359.5,361.5,361.5,198988
2018-02-05,359.5,360.75,357.25,358.75,358.75,260346
2018-02-06,358.75,364,356.25,363.5,363.5,236192
2018-02-07,363.75,365.75,362.5,365.25,365.25,478330
2018-02-08,365,367.75,364.5,365.75,365.75,341483
2018-02-09,364.75,365.5,361.5,362,362,254699
2018-02-12,365,367,364.25,367,367,264077
2018-02-13,366.5,368.5,366,366.75,366.75,257669
2018-02-14,366.5,368.5,364.75,367.25,367.25,173640
2018-02-15,367,368.75,365.5,367.75,367.75,193482
2018-02-16,368,368.5,366.5,367.5,367.5,185255
2018-02-20,369,370,365.25,365.5,365.5,319315
2018-02-21,365.75,368.5,364.25,365.75,365.75,266655
