
0,9.0880,31.2888,12.3884
1,7.9015,27.7662,15.2318
2,12.4533,28.1094,12.6278
3,9.4364,31.6347,16.4519
4,7.5345,60.9659,12.2114
5,16.2463,61.0059,12.5200
6,14.0056,45.2806,13.6038
7,10.5695,60.8692,14.4689
8,9.8813,28.6142,13.6641
9,10.7287,61.3707,14.4141
10,11.3055,60.9201,22.1556
11,8.8690,28.4929,16.9496
12,12.6378,34.2425,17.2167
13,7.9701,60.9154,11.1878
14,10.0846,60.8639,19.3578
15,9.1798,61.0044,11.1289
16,11.9048,29.2807,11.9041
17,12.2150,60.8898,30.6777
18,6.3327,36.8855,16.9554
19,7.6798,60.9327,18.9066
20,8.9175,61.6630,11.2867
21,6.9357,61.2720,16.4359
22,12.2332,23.9808,13.0789
23,10.0354,27.0006,13.7157
24,9.2207,60.8298,12.3921
25,9.1638,30.1231,14.3899
26,8.8529,29.9786,18.5791
27,9.5727,30.3023,17.3871
28,6.9801,60.8079,10.0252
29,11.2517,33.4499,13.1094
30,6.7749,61.4117,12.3962
31,10.0964,60.9916,10.5407
32,8.7502,29.9108,14.4320
33,6.1923,61.1756,10.6167
34,7.8698,30.1489,11.2582
35,11.7611,60.8657,11.7329
36,22.7147,28.5395,13.9181
37,10.4457,28.7247,12.9910
38,10.7644,61.1772,13.8628
39,6.9320,61.1388,12.2123
40,8.6386,60.8705,13.5892
41,6.3990,31.4909,12.2454
42,9.2140,60.8780,16.9178
43,9.1703,29.6531,12.3042
44,10.2749,38.4297,13.0357
45,10.0983,28.3164,13.5276
46,6.5101,61.0084,14.0806
47,9.5240,25.5859,19.3351
48,9.5828,61.2419,14.1505
49,8.4129,60.9395,17.3770
50,9.6172,30.4886,13.4344
51,8.9332,34.7732,11.7769
52,11.9317,29.7676,13.1442
53,10.7446,33.4687,14.0182
54,6.7872,61.2607,16.4693
55,9.9028,26.2390,11.2965
56,11.3727,26.5171,13.6936
57,12.0625,32.0653,13.1498
58,8.8744,35.6974,14.6082
59,11.5693,61.2262,11.7308
60,12.1301,28.2728,16.1753
61,13.6625,60.9482,13.9020
62,10.8560,27.0200,13.9115
63,6.3410,61.0613,15.8277
64,10.9590,60.9600,12.1113
65,11.0338,25.9546,20.1783
66,8.6971,29.3414,20.9409
67,11.2182,25.3088,13.7455
68,7.8946,28.4185,11.8214
69,9.8774,60.8876,20.8878
70,11.5246,60.9100,12.8496
71,10.5880,60.9434,14.0311
72,8.4224,60.8938,11.3894
73,11.4947,27.3554,12.6853
74,9.8791,30.6632,15.5673
75,10.6882,33.5922,13.4586
76,19.1129,26.2524,15.0342
77,7.8035,34.2498,12.3497
78,9.0322,34.3154,20.1004
79,11.9108,60.8639,16.9726
80,10.7032,35.0667,11.0670
81,9.0760,36.0304,12.7155
82,10.9017,26.1532,12.1601
83,11.1724,60.9561,14.7553
84,9.7666,30.3707,11.0307
85,8.4633,60.8669,12.4490
86,6.7744,29.7913,12.0744
87,6.7492,63.6069,12.6650
88,9.8644,28.6992,19.2650
89,11.1507,26.0022,11.8034
90,9.2109,60.8727,11.2504
91,12.4647,26.7166,15.0302
92,14.6552,60.8699,13.9323
93,10.9124,30.1188,11.2812
94,8.2367,64.5186,15.1160
95,7.4961,60.8665,15.1682
96,10.5812,60.8955,12.6146
97,16.1263,28.3298,13.0537
98,9.4710,31.7152,15.1860
99,6.9507,24.1351,13.5599
